Liga,Clube,Nome,Posição,Valor,URL
England,Sunderland AFC,Arthur Masuaku,Left-Back,300000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Bertrand Traoré,Right Winger,800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Blondy Nna Noukeu,Goalkeeper,150000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Brian Brobbey,Centre-Forward,2200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Chemsdine Talbi,Right Winger,800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Chris Rigg,Attacking Midfield,2000000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Dan Ballard,Centre-Back,800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Dan Neil,Central Midfield,750000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Dennis Cirkin,Left-Back,800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Eliezer Mayenda,Centre-Forward,1200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Enzo Le Fée,Central Midfield,1800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Granit Xhaka,Defensive Midfield,1200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Habib Diarra,Central Midfield,2000000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Harrison Jones,Attacking Midfield,150000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Ian Poveda,Right Winger,900000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Jay Matete,Central Midfield,400000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Joe Anderson,Centre-Back,175000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Leo Hjelde,Left-Back,200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Luke O'Nien,Centre-Back,150000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Lutsharel Geertruida,Right-Back,2000000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Noah Sadiki,Central Midfield,1200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Nordi Mukiele,Right-Back,1000000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Omar Alderete,Centre-Back,800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Reinildo Mandava,Left-Back,500000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Robin Roefs,Goalkeeper,400000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Romaine Mundle,Left Winger,600000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Simon Adingra,Left Winger,2800000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Simon Moore,Goalkeeper,150000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Timothée Pembélé,Right-Back,250000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Trai Hume,Right-Back,1200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Wilson Isidor,Centre-Forward,1200000000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Sunderland AFC,Zak Johnson,Centre-Back,75000,https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2025
England,Tottenham Hotspur,Antonín Kinský,Goalkeeper,1500000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Archie Gray,Right-Back,3800000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Ben Davies,Centre-Back,600000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Brandon Austin,Goalkeeper,600000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Brennan Johnson,Right Winger,4000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Cristian Romero,Centre-Back,5000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Dane Scarlett,Centre-Forward,200000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Dejan Kulusevski,Attacking Midfield,5000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Destiny Udogie,Left-Back,4000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Djed Spence,Left-Back,2000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Dominic Solanke,Centre-Forward,4000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Guglielmo Vicario,Goalkeeper,3200000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,James Maddison,Attacking Midfield,4200000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,João Palhinha,Defensive Midfield,3000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Kevin Danso,Centre-Back,2500000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Kota Takai,Centre-Back,250000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Lucas Bergvall,Central Midfield,3800000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Mathys Tel,Centre-Forward,3500000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Micky van de Ven,Centre-Back,5000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Mohammed Kudus,Right Winger,4500000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Pape Matar Sarr,Central Midfield,3200000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Pedro Porro,Right-Back,3800000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Radu Drăgușin,Centre-Back,2500000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Randal Kolo Muani,Centre-Forward,3000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Richarlison,Centre-Forward,2000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Rodrigo Bentancur,Defensive Midfield,3000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Wilson Odobert,Left Winger,2000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Xavi Simons,Attacking Midfield,7000000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,Tottenham Hotspur,Yves Bissouma,Defensive Midfield,2500000000,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2025
England,West Ham United,Aaron Wan-Bissaka,Right-Back,2400000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Alphonse Areola,Goalkeeper,900000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Andrew Irving,Central Midfield,400000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Callum Marshall,Centre-Forward,180000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Callum Wilson,Centre-Forward,800000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Crysencio Summerville,Left Winger,2200000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,El Hadji Malick Diouf,Left-Back,1800000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Freddie Potts,Defensive Midfield,140000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,George Earthy,Attacking Midfield,200000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Guido Rodríguez,Defensive Midfield,1000000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Igor Julio,Centre-Back,2000000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,James Ward-Prowse,Central Midfield,800000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Jarrod Bowen,Right Winger,4000000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Jean-Clair Todibo,Centre-Back,2500000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Konstantinos Mavropanos,Centre-Back,1700000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Kyle Walker-Peters,Right-Back,1500000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Lucas Paquetá,Attacking Midfield,2800000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Luis Guilherme,Right Winger,1500000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Lukasz Fabianski,Goalkeeper,500000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Mads Hermansen,Goalkeeper,1500000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Mateus Fernandes,Central Midfield,1500000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Maximilian Kilman,Centre-Back,2500000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Niclas Füllkrug,Centre-Forward,1000000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Oliver Scarles,Left-Back,800000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Soungoutou Magassa,Defensive Midfield,1200000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,West Ham United,Tomáš Souček,Defensive Midfield,1800000000,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2025
England,Wolverhampton Wanderers,André,Defensive Midfield,2800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Daniel Bentley,Goalkeeper,150000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,David Møller Wolfe,Left-Back,900000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Emmanuel Agbadou,Centre-Back,2000000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Enso González,Left Winger,400000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Fer López,Attacking Midfield,500000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Hee-chan Hwang,Centre-Forward,1200000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Hugo Bueno,Left-Back,800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Jackson Tchatchoua,Right-Back,800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Central Midfield,1800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Jhon Arias,Right Winger,1700000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,José Sá,Goalkeeper,700000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,João Gomes,Central Midfield,4000000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Jørgen Strand Larsen,Centre-Forward,3000000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Ki-Jana Hoever,Right-Back,500000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Ladislav Krejci,Centre-Back,1200000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Marshall Munetsi,Central Midfield,1500000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Mateus Mané,Centre-Forward,200000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Matt Doherty,Right-Back,200000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Nathan Fraser,Centre-Forward,600000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Rodrigo Gomes,Left Midfield,1500000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Sam Johnstone,Goalkeeper,600000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Santiago Bueno,Centre-Back,1000000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Tawanda Chirewa,Attacking Midfield,500000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Tolu Arokodare,Centre-Forward,1800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Toti,Centre-Back,2800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
England,Wolverhampton Wanderers,Yerson Mosquera,Centre-Back,800000000,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2025
France,AJ Auxerre,Assane Dioussé,Defensive Midfield,700000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Clément Akpa,Centre-Back,500000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Danny Namaso,Centre-Forward,400000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Donovan Léon,Goalkeeper,100000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Elisha Owusu,Defensive Midfield,300000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Francisco Sierralta,Centre-Back,150000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Fredrik Oppegård,Left-Back,600000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Gideon Mensah,Left-Back,400000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Ibrahim Osman,Left Winger,1000000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Josué Casimir,Right Winger,400000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Kévin Danois,Central Midfield,800000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Lamine Sy,Right-Back,500000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Lassine Sinayoko,Centre-Forward,400000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Lasso Coulibaly,Right Winger,120000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Marvin Senaya,Right-Back,180000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Nathan Buayi-Kiala,Defensive Midfield,100000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Oussama El Azzouzi,Defensive Midfield,140000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Rudy Matondo,Central Midfield,300000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Sinaly Diomandé,Centre-Back,500000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Sékou Mara,Centre-Forward,500000000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Théo De Percin,Goalkeeper,300000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AJ Auxerre,Tom Negrel,Goalkeeper,50000,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2025
France,AS Monaco,Aladji Bamba,Defensive Midfield,800000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Aleksandr Golovin,Attacking Midfield,2000000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Ansu Fati,Left Winger,500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Caio Henrique,Left-Back,1500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Christian Mawissa,Centre-Back,1500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Denis Zakaria,Defensive Midfield,3000000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Eric Dier,Centre-Back,800000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Folarin Balogun,Centre-Forward,1800000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,George Ilenikhena,Centre-Forward,1500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Jordan Teze,Right-Back,900000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Jules Stawiecki,Goalkeeper,200000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Kassoum Ouattara,Left-Back,700000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Krépin Diatta,Right Winger,700000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Lamine Camara,Central Midfield,2200000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Lucas Michal,Left Winger,500000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Lukas Hradecky,Goalkeeper,200000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Maghnes Akliouche,Right Winger,4500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Mamadou Coulibaly,Central Midfield,200000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Mika Biereth,Centre-Forward,3000000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Mohammed Salisu,Centre-Back,1200000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Paris Brunner,Centre-Forward,150000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Paul Pogba,Central Midfield,500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Philipp Köhn,Goalkeeper,500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Stanis Idumbo,Attacking Midfield,250000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Takumi Minamino,Left Winger,1500000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Thilo Kehrer,Centre-Back,2000000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Vanderson,Right-Back,2000000000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,AS Monaco,Yann Lienard,Goalkeeper,100000,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2025
France,Angers SCO,Abdoulaye Bamba,Centre-Back,300000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Carlens Arcus,Right-Back,180000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Emmanuel Biumla,Centre-Back,400000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Florent Hanin,Left-Back,300000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Guédé Nadje,Centre-Forward,50000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Haris Belkebla,Central Midfield,200000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Hervé Koffi,Goalkeeper,120000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Himad Abdelli,Attacking Midfield,700000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Jacques Ekomié,Left-Back,800000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Jim Allevinah,Right Winger,150000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Jordan Lefort,Centre-Back,150000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Justin Kalumba,Right Winger,400000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Lanroy Machine,Centre-Forward,300000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Lilian Raolisoa,Right-Back,800000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Louis Mouton,Central Midfield,700000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Marius Courcoul,Defensive Midfield,300000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Melvin Zinga,Goalkeeper,300000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Ousmane Camara,Centre-Back,400000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Pierrick Capelle,Central Midfield,200000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Prosper Peter,Centre-Forward,50000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Sidiki Chérif,Centre-Forward,800000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,Angers SCO,Yassin Belkhdim,Central Midfield,100000000,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2025
France,FC Lorient,Abdoulaye Faye,Centre-Back,200000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Aiyegun Tosin,Centre-Forward,200000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Arsène Kouassi,Left-Back,150000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Arthur Avom,Central Midfield,500000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Bamba Dieng,Centre-Forward,300000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Bamo Meïté,Centre-Back,400000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Bandiougou Fadiga,Attacking Midfield,300000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Benjamin Leroy,Goalkeeper,150000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Bingourou Kamara,Goalkeeper,800000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Darlin Yongwa,Left-Back,400000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Dermane Karim,Defensive Midfield,300000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Igor Silva,Right-Back,100000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Isaak Touré,Centre-Back,700000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
France,FC Lorient,Jean-Victor Makengo,Central Midfield,250000000,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2025
